age,education,education_num,occupation,sex,capital_gain,capital_loss,hours_per_week,native_country,income,workclass_local-gov,workclass_never-worked,workclass_private,workclass_self-emp-inc,workclass_self-emp-not-inc,workclass_state-gov,workclass_without-pay,marital_status_married-af-spouse,marital_status_married-civ-spouse,marital_status_married-spouse-absent,marital_status_never-married,marital_status_separated,marital_status_widowed,relationship_not-in-family,relationship_other-relative,relationship_own-child,relationship_unmarried,relationship_wife,race_asian-pac-islander,race_black,race_other,race_white
23,11,12,protective-serv,1,0,0,52,united-states,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
20,10,10,sales,1,0,0,44,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
45,13,13,exec-managerial,1,0,1408,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
30,10,10,adm-clerical,1,0,0,40,united-states,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
22,10,10,other-service,1,0,0,15,united-states,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
48,7,7,machine-op-inspct,1,0,0,40,puerto-rico,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
21,10,10,machine-op-inspct,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
19,9,9,adm-clerical,0,0,0,25,united-states,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
31,10,10,sales,1,0,0,38,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
48,11,12,prof-specialty,1,0,0,40,united-states,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
31,5,5,machine-op-inspct,1,0,0,43,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
53,13,13,prof-specialty,1,0,0,40,united-states,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
24,13,13,tech-support,1,0,0,50,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
49,9,9,adm-clerical,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
25,9,9,handlers-cleaners,1,0,0,35,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
57,13,13,prof-specialty,1,0,0,40,united-states,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
53,9,9,machine-op-inspct,1,0,0,38,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
44,14,14,exec-managerial,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
41,12,11,craft-repair,1,0,0,40,united-states,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
29,12,11,prof-specialty,1,0,0,43,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
25,10,10,exec-managerial,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
18,9,9,other-service,0,0,0,30,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
47,15,15,prof-specialty,0,0,1902,60,honduras,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
50,13,13,exec-managerial,1,0,0,55,united-states,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
47,9,9,exec-managerial,1,0,0,60,united-states,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
43,10,10,tech-support,1,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
46,3,3,machine-op-inspct,1,0,0,40,mexico,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
35,12,11,other-service,1,0,0,40,puerto-rico,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
41,9,9,adm-clerical,1,0,0,48,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
30,9,9,machine-op-inspct,1,5013,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
30,13,13,sales,1,2407,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
32,4,4,prof-specialty,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
48,9,9,transport-moving,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
42,16,16,prof-specialty,1,0,0,45,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
29,10,10,tech-support,1,0,0,58,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
36,9,9,craft-repair,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
28,10,10,adm-clerical,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
53,9,9,adm-clerical,0,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
49,10,10,exec-managerial,1,0,0,50,united-states,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
25,10,10,prof-specialty,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
19,10,10,prof-specialty,1,0,0,32,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
31,13,13,sales,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
29,13,13,sales,1,0,0,70,united-states,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23,10,10,machine-op-inspct,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
79,10,10,prof-specialty,1,0,0,20,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
27,9,9,other-service,1,0,0,40,mexico,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
40,11,12,adm-clerical,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
67,6,6,prof-specialty,1,0,0,2,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
18,7,7,other-service,0,0,0,22,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
31,4,4,farming-fishing,1,0,0,40,united-states,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
18,9,9,sales,1,0,0,30,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
52,13,13,other-service,1,0,0,40,cuba,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
46,9,9,other-service,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
59,9,9,sales,1,0,0,48,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
44,9,9,craft-repair,0,14344,0,40,united-states,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
53,9,9,sales,0,0,0,35,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
49,9,9,protective-serv,1,0,0,40,united-states,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
33,14,14,prof-specialty,1,0,0,50,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
30,5,5,sales,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
43,16,16,prof-specialty,0,0,0,50,united-states,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
57,12,11,prof-specialty,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
37,10,10,craft-repair,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
28,10,10,machine-op-inspct,0,0,0,25,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
30,9,9,sales,0,0,1573,35,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
34,13,13,protective-serv,1,0,0,40,united-states,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
29,10,10,handlers-cleaners,1,0,0,50,united-states,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
48,16,16,prof-specialty,1,0,1902,60,united-states,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
37,10,10,sales,1,0,0,48,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
48,11,12,exec-managerial,0,0,0,40,england,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
32,9,9,other-service,1,0,0,40,united-states,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
76,14,14,exec-managerial,1,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
44,13,13,exec-managerial,1,15024,0,60,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
47,14,14,prof-specialty,0,0,0,50,united-states,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
20,10,10,tech-support,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
29,9,9,craft-repair,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
32,9,9,craft-repair,1,7688,0,40,united-states,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
17,6,6,prof-specialty,0,34095,0,32,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
30,7,7,handlers-cleaners,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
31,9,9,adm-clerical,0,0,0,40,united-states,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
42,9,9,handlers-cleaners,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
24,13,13,sales,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
38,15,15,prof-specialty,1,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
56,9,9,other-service,1,0,1887,50,canada,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
28,10,10,sales,0,4064,0,25,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
36,9,9,machine-op-inspct,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
53,5,5,handlers-cleaners,1,0,0,50,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
56,10,10,sales,1,0,0,50,united-states,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
49,12,11,craft-repair,1,0,0,40,united-states,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
55,10,10,sales,1,0,0,56,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
22,9,9,craft-repair,1,0,0,41,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
21,10,10,other-service,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
40,13,13,exec-managerial,1,0,0,60,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
30,13,13,exec-managerial,1,0,0,40,germany,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
29,13,13,prof-specialty,1,0,0,50,united-states,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
19,10,10,other-service,1,0,0,35,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
47,13,13,exec-managerial,0,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
20,10,10,adm-clerical,0,0,1719,28,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
31,11,12,adm-clerical,1,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
35,9,9,prof-specialty,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
39,10,10,craft-repair,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
28,11,12,sales,0,0,0,60,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
24,9,9,other-service,0,0,1762,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
38,9,9,craft-repair,1,4386,0,35,united-states,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
37,13,13,sales,1,0,0,50,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
46,11,12,tech-support,0,0,0,36,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
38,14,14,prof-specialty,1,0,0,40,iran,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
43,9,9,craft-repair,1,0,0,60,united-states,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
27,12,11,adm-clerical,0,0,0,35,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
20,10,10,sales,1,0,0,20,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
49,10,10,craft-repair,1,0,0,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
61,9,9,craft-repair,1,0,0,40,united-states,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
27,10,10,sales,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
19,10,10,other-service,1,0,0,30,mexico,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
45,12,11,prof-specialty,0,0,1564,40,united-states,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
70,10,10,tech-support,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
31,9,9,transport-moving,0,0,0,30,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
22,10,10,other-service,1,0,0,24,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
36,9,9,other-service,0,0,0,24,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
64,7,7,craft-repair,1,0,2179,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
43,10,10,prof-specialty,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
47,10,10,adm-clerical,0,0,0,38,mexico,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
34,9,9,adm-clerical,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
33,13,13,exec-managerial,0,0,0,40,philippines,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
21,9,9,craft-repair,1,0,0,35,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
52,9,9,prof-specialty,1,0,0,45,united-states,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
48,9,9,craft-repair,1,0,0,46,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23,13,13,handlers-cleaners,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
71,10,10,sales,1,0,1816,2,united-states,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
29,9,9,craft-repair,1,0,0,60,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
42,13,13,other-service,1,0,0,50,united-states,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
68,2,2,prof-specialty,0,0,0,20,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
25,9,9,other-service,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
44,14,14,exec-managerial,0,0,0,40,united-states,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
28,9,9,exec-managerial,0,0,0,40,england,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
45,14,14,sales,1,0,0,40,united-states,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
36,10,10,other-service,0,0,0,40,mexico,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
39,11,12,exec-managerial,1,0,0,42,united-states,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
46,14,14,protective-serv,1,0,0,40,united-states,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
18,7,7,handlers-cleaners,1,0,0,16,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
66,12,11,prof-specialty,0,0,0,20,united-states,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
27,9,9,other-service,1,0,1980,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
28,9,9,protective-serv,1,0,0,40,united-states,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
51,10,10,sales,1,0,1977,40,united-states,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
27,13,13,craft-repair,1,0,0,50,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
28,13,13,prof-specialty,1,0,0,40,united-states,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
27,9,9,sales,0,0,0,25,united-states,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
21,9,9,craft-repair,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
34,9,9,handlers-cleaners,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
18,9,9,other-service,1,0,0,12,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
33,13,13,prof-specialty,1,0,0,65,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
44,10,10,exec-managerial,1,0,0,38,united-states,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
43,10,10,adm-clerical,0,0,0,40,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
30,10,10,craft-repair,1,0,0,45,united-states,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
40,4,4,machine-op-inspct,1,0,0,40,mexico,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
37,10,10,adm-clerical,1,0,0,42,united-states,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
34,9,9,adm-clerical,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
41,13,13,exec-managerial,0,0,0,40,united-states,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
53,13,13,prof-specialty,0,0,0,50,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
31,14,14,prof-specialty,0,0,0,50,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
58,16,16,prof-specialty,1,0,0,1,united-states,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
38,10,10,machine-op-inspct,0,0,0,28,united-states,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
24,10,10,machine-op-inspct,1,0,0,40,united-states,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
